model,resolved_model,reasoning,dialect,family,modality,difficulty,reasoning_subset,protocol,n,valid,correct,input_tokens,output_tokens,reasoning_tokens,cost_usd,latency_ms,accuracy,accuracy_ci_low,accuracy_ci_high,valid_rate
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,graph.plain-v1,graph,image,2. medium,True,reduce-infer-v1,1,1,1,1264,3939,3928,0.00311225,28276.016,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,graph.plain-v1,graph,image,2. medium,True,reduce-taught-v1,1,1,1,1283,3943,3932,0.003117625,27897.71,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map-centred.plain-v1,map_centred,image,1. easy,True,reduce-infer-v1,4,4,1,5056,15767,15720,0.01245725,114269.639,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map-centred.plain-v1,map_centred,image,1. easy,True,reduce-taught-v1,4,4,1,5120,15767,15720,0.01246525,113052.277,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map-centred.plain-v1,map_centred,image,2. medium,True,reduce-infer-v1,1,1,1,1264,3940,3929,0.003113,29610.392,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map-centred.plain-v1,map_centred,image,2. medium,True,reduce-taught-v1,1,1,0,1280,3941,3929,0.00311575,29574.42,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map.plain-v1,map,image,1. easy,True,reduce-infer-v1,4,4,1,5056,12497,12455,0.01000475,106771.91900000001,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map.plain-v1,map,image,1. easy,True,reduce-taught-v1,4,4,1,5124,10965,10924,0.008864250,137475.703,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map.plain-v1,map,image,2. medium,True,reduce-infer-v1,1,1,1,1264,3939,3928,0.00311225,28548.642,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,map.plain-v1,map,image,2. medium,True,reduce-taught-v1,1,1,1,1281,3942,3931,0.003116625,27853.298,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,751,15770,15725,0.011921375,103010.72799999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,815,15764,15718,0.011924875,103790.95599999999,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.jitter-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,0,386,7884,7860,0.005961250,48931.858,0.0,0.0,0.6576197724933469,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.jitter-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,0,418,7889,7865,0.005969000,50275.616,0.0,0.0,0.6576197724933469,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,777,15770,15724,0.011924625,103597.557,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,841,15771,15726,0.011933375,102478.10699999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,0,401,7888,7864,0.005966125,56106.32,0.0,0.0,0.6576197724933469,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,0,433,7881,7857,0.005964875,53225.209,0.0,0.0,0.6576197724933469,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,765,15766,15722,0.011920125,103262.61600000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,829,15771,15727,0.011931875,104233.243,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,0,397,7885,7861,0.005963375,51916.429000000004,0.0,0.0,0.6576197724933469,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.noisy-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,429,7888,7866,0.005969625,55159.369999999995,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,745,15762,15717,0.011914625,101551.15999999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,809,12520,12480,0.009491125,93308.556,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.reference-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,1,376,7884,7861,0.005960,53329.981,0.5,0.09453120573423074,0.9054687942657693,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.reference-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,0,206,3944,3932,0.00298375,24707.054,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,782,15766,15720,0.01192225,101881.261,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,1,854,13058,13016,0.00990025,97334.663,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,0,208,3943,3931,0.00298325,25097.996,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,0,226,3944,3932,0.00298625,25795.684,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,1,782,15771,15724,0.0119260,105674.23899999999,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,854,15763,15718,0.01192900,102635.65,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,0,208,3944,3932,0.002984,25380.445000000003,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,0,226,3942,3930,0.00298475,24865.455,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,paths.arc-nest-plain-v1,paths,image,1. easy,True,reduce-infer-v1,4,4,0,5020,15776,15728,0.012459500,111714.84599999999,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,paths.arc-nest-plain-v1,paths,image,1. easy,True,reduce-taught-v1,4,4,0,5088,15776,15728,0.012468,108365.401,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,paths.arc-nest-plain-v1,paths,image,2. medium,True,reduce-infer-v1,1,1,0,1255,3944,3932,0.003114875,28354.358,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,paths.arc-nest-plain-v1,paths,image,2. medium,True,reduce-taught-v1,1,1,0,1272,3944,3932,0.003117,26886.603,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.java-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,829,15763,15718,0.011925875,105023.66100000001,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.java-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,1,905,15770,15723,0.011940625,102448.5,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.java-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,229,3944,3932,0.002986625,25396.513,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.java-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,248,3939,3928,0.00298525,24907.181999999997,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.lisp-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,798,15762,15718,0.011921250,103221.304,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.lisp-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,874,15770,15724,0.011936750,102007.65,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.lisp-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,215,3941,3929,0.002982625,25923.131,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.lisp-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,3940,3928,0.00298425,25885.650999999998,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.plain-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,1,798,15770,15723,0.011927250,110053.59599999999,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.plain-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,1,874,15771,15724,0.011937500,101754.674,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.plain-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,215,3943,3931,0.002984125,25760.171,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.plain-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,3945,3933,0.002988,25438.259,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.python-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,1,798,15761,15714,0.011920500,99654.24,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.python-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,874,15772,15726,0.011938250,99873.215,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.python-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,215,3942,3931,0.002983375,25070.436,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.python-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,3941,3929,0.002985,25227.253999999997,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.rust-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,860,15764,15719,0.011930500,101229.62899999999,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.rust-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,936,12628,12588,0.009588000,94976.675,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.rust-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,243,3940,3928,0.002985375,25091.187,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.rust-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,262,3940,3928,0.00298775,27223.991,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.scheme-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,798,15772,15727,0.011928750,105155.645,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.scheme-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,874,15770,15724,0.011936750,104613.21399999998,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.scheme-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,215,3943,3931,0.002984125,25832.788999999997,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,pattern.scheme-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,234,3943,3931,0.0029865,30164.586,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,3,823,15763,15718,0.011925125,105657.341,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,3,895,15771,15726,0.011940125,106284.721,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,0,224,3945,3933,0.00298675,27082.125,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-taught-v1,1,1,1,242,3944,3933,0.00298825,25371.91,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-plain-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,823,15759,15715,0.011922125,102597.381,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-plain-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,2,895,13267,13221,0.010062125,98365.18599999999,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-plain-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,1,224,3944,3933,0.002986,27313.15,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,prose.containment-plain-v1,prose,text,2. medium,True,reduce-taught-v1,1,1,1,242,3944,3933,0.00298825,25118.041999999998,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,rooms.plain-v1,rooms,image,1. easy,True,reduce-infer-v1,4,4,4,5056,15760,15716,0.012452,103929.057,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,rooms.plain-v1,rooms,image,1. easy,True,reduce-taught-v1,4,4,0,5128,15760,15712,0.01246100,152632.452,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,rooms.plain-v1,rooms,image,2. medium,True,reduce-infer-v1,1,1,1,1264,3940,3929,0.003113,26051.469999999998,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,rooms.plain-v1,rooms,image,2. medium,True,reduce-taught-v1,1,1,0,1282,3940,3928,0.00311525,27643.59,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,1,813,15765,15718,0.011925375,103596.478,0.25,0.04558726080970055,0.6993581574175981,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,2,881,15765,15719,0.011933875,103088.99399999999,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-jitter-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,1,218,3944,3933,0.00298525,27060.386000000002,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-jitter-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,1,235,3941,3930,0.002985125,27726.992,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-plain-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,2,802,15771,15725,0.011928500,102945.98500000002,0.5,0.15003898915214947,0.8499610108478506,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-plain-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,870,12885,12846,0.009772500,97600.728,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-plain-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,0,219,3940,3928,0.002982375,24602.236,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.indent-plain-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,0,236,3942,3930,0.002986,24132.227,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.plain-v1,trees,image,1. easy,True,reduce-infer-v1,4,4,3,4956,14826,14781,0.011739000,108063.286,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.plain-v1,trees,image,1. easy,True,reduce-taught-v1,4,4,4,5024,15769,15725,0.01245475,128575.72200000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.plain-v1,trees,image,2. medium,True,reduce-infer-v1,1,1,1,1239,3939,3928,0.003109125,30736.253999999997,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,high,trees.plain-v1,trees,image,2. medium,True,reduce-taught-v1,1,1,0,1256,3945,3933,0.00311575,26853.064,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-arc-plain-v1,biopolymer,image,1. easy,True,reduce-infer-v1,4,4,4,5020,452,408,0.000966500,70022.78700000001,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-arc-plain-v1,biopolymer,image,1. easy,True,reduce-taught-v1,4,4,0,5088,472,424,0.0009900,68525.684,0.0,0.0,0.4898908364545973,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-arc-plain-v1,biopolymer,image,2. medium,True,reduce-infer-v1,1,1,1,1255,113,102,0.000241625,18018.291999999998,1.0,0.20654931437723745,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-arc-plain-v1,biopolymer,image,2. medium,True,reduce-taught-v1,1,1,0,1272,118,106,0.0002475,16859.231,0.0,0.0,0.7934506856227626,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,4,888,507,463,0.000491250,67272.898,1.0,0.5101091635454027,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,3,952,502,457,0.000495500,65502.475999999995,0.75,0.30064184258240184,0.9544127391902995,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,2. medium,True,reduce-infer-v1,2,2,2,478,253,236,0.000249500,32519.542999999998,1.0,0.34238022750665303,1.0,1.0
google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite-20260507,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,2. medium,True,reduce-taught-v1,2,2,2,510,251,229,0.000252000,32279.148,1.0,0.34238022750665303,1.0,1.0
